t_index	term	df
11546	teammat	2
11547	tear	72
11548	tearga	5
11549	tech	1
11550	technic	24
11551	technician	15
11552	techniqu	4
11553	technocrat	1
11554	technolog	42
11555	technologyrel	1
11556	techsourc	2
11557	tecla	11
11558	ted	3
11559	teddi	1
11560	teem	3
11561	teen	2
11562	teenag	18
11563	teepl	1
11564	teeter	2
11565	teeth	2
11566	tefb	1
11567	tegla	1
11568	tekla	2
11569	tel	4
11570	telar	1
11571	telecommun	2
11572	teleconfer	2
11573	telephon	72
11574	televis	170
11575	televisa	1
11576	televison	1
11577	tell	39
11578	teller	7
11579	tello	2
11580	tem	1
11581	temblor	13
11582	tempel	1
11583	temper	4
11584	temperatur	10
11585	tempestu	1
11586	templ	8
11587	templat	1
11588	tempo	1
11589	temporari	13
11590	temporarili	10
11591	ten	77
11592	tenabl	1
11593	tenac	1
11594	tenaci	1
11595	tenant	3
11596	tend	9
11597	tendenc	4
11598	tender	4
11599	tenet	2
11600	tenn	8
11601	tennesse	11
11602	tenni	39
11603	tens	18
11604	tension	25
11605	tent	39
11606	tentacl	1
11607	tentdwel	3
11608	tenth	3
11609	tenur	9
11610	tenyear	2
11611	ter	1
11612	term	111
11613	termend	1
11614	termer	1
11615	termin	15
11616	termlimit	1
11617	tern	1
11618	terr	1
11619	terrain	2
11620	terrel	1
11621	terrenc	12
11622	terri	6
11623	terribl	28
11624	terribly	1
11625	terrif	2
11626	terrifi	9
11627	terrifng	1
11628	terrifyingli	1
11629	territori	22
11630	terror	102
11631	terrorist	203
11632	test	42
11633	testament	2
11634	testifi	25
11635	testili	1
11636	testimoni	19
11637	testu	1
11638	testud	9
11639	tethani	1
11640	tether	2
11641	tex	1
11642	texa	95
11643	texaswyom	1
11644	text	6
11645	textbook	1
11646	textil	4
11647	tfor	1
11648	thaan	1
11649	thabo	3
11650	thaci	1
11651	thadani	1
11652	thaerz	1
11653	thahn	1
11654	thailand	2
11655	thakkar	4
11656	thakur	1
11657	thanh	2
11658	thank	18
11659	thanksgiv	2
11660	thankyou	1
11661	thatcher	1
11662	thaul	1
11663	thcenturi	1
11664	theater	5
11665	theaterintheround	2
11666	theeyear	1
11667	theft	2
11668	theme	7
11669	thenagricultur	2
11670	thenmissouri	1
11671	thenpresid	1
11672	thenu	3
11673	theodor	2
11674	theolog	2
11675	theoret	3
11676	theori	29
11677	theoriz	4
11678	thepaid	1
11679	therapi	1
11680	therel	2
11681	theresa	1
11682	thermomet	2
11683	thescap	1
11684	thesi	1
11685	thevenot	2
11686	theyll	13
11687	theyv	34
11688	thi	5
11689	thick	15
11690	thicker	3
11691	thief	1
11692	thiessen	1
11693	thiev	6
11694	thigh	2
11695	thin	5
11696	think	24
11697	thinker	1
11698	thinner	1
11699	third	2
11700	thirdhighest	1
11701	thirdlargest	5
11702	thirdli	1
11703	thirdparti	2
11704	thirdplac	1
11705	thirdround	1
11706	thirdseed	9
11707	thirdset	3
11708	thirdworld	1
11709	thirteen	3
11710	thirti	1
11711	thirtynin	6
11712	thirtysometh	1
11713	thirtythre	4
11714	thoma	18
11715	thompson	4
11716	thorbjoern	2
11717	thorbjorn	1
11718	thorn	1
11719	thornburgh	1
11720	thornel	1
11721	thorni	1
11722	thorough	1
11723	thoroughfar	3
11724	thought	2
11725	thousand	144
11726	thrash	1
11727	thread	4
11728	threadbar	1
11729	threat	104
11730	threatcon	1
11731	threaten	46
11732	threeday	16
11733	threefifth	1
11734	threefourth	1
11735	threegam	1
11736	threehour	4
11737	threejudg	1
11738	threeperson	1
11739	threequart	2
11740	threeroom	3
11741	threeset	8
11742	threesett	2
11743	threestori	6
11744	threetim	2
11745	threeway	1
11746	threeyearold	1
11747	threshold	2
11748	threw	16
11749	thrill	5
11750	thriller	1
11751	thrive	6
11752	throat	2
11753	throne	2
11754	throng	6
11755	throw	17
11756	throwback	2
11757	thrower	1
11758	thrown	24
11759	thrust	3
11760	thseed	4
11761	thu	1
11762	thug	5
11763	thugocraci	2
11764	thumb	3
11765	thumbsup	3
11766	thunder	3
11767	thunderbird	1
11768	thurmond	1
11769	thursday	219
11770	thuzz	1
11771	thwart	5
11772	tia	2
11773	tiananmen	1
11774	tibet	2
11775	tick	3
11776	ticket	10
11777	tidal	2
11778	tide	7
11779	tie	97
11780	tiebreak	16
11781	tien	1
11782	tiffani	2
11783	tight	22
11784	tighten	11
11785	tighter	3
11786	tightest	2
11787	tightli	4
11788	tijan	3
11789	tilak	1
11790	tile	2
11791	till	5
11792	tilt	5
11793	tiltrotor	1
11794	tim	15
11795	time	478
11796	timelin	4
11797	timet	4
11798	timid	2
11799	timism	1
11800	timo	1
11801	timocka	1
11802	timothi	4
11803	tin	1
11804	tini	23
11805	tinker	1
11806	tinkl	1
11807	tiot	1
11808	tip	20
11809	tipper	2
11810	tipster	1
11811	tire	29
11812	tireless	1
11813	tirelessli	2
11814	tirm	2
11815	titl	50
11816	titleist	1
11817	titlist	2
11818	tito	6
11819	tl	1
11820	tnt	7
11821	toadi	1
11822	toast	3
11823	toastst	1
11824	tobacco	3
11825	tod	2
11826	today	33
11827	todd	21
11828	toddler	3
11829	toe	3
11830	tofoot	1
11831	togo	1
11832	tohouri	1
11833	toi	1
11834	toietnam	1
11835	toilet	3
11836	token	2
11837	tokov	1
11838	tokyo	25
11839	told	277
11840	toledo	15
11841	toler	12
11842	tolkach	1
11843	toll	78
11844	tollfre	2
11845	tolli	1
11846	tolstoy	1
11847	tom	42
11848	tomahawk	6
11849	tomato	2
11850	tomb	1
11851	tomic	2
11852	tomislav	1
11853	tommi	9
11854	tomorrow	41
11855	ton	47
11856	tone	16
11857	tong	1
11858	tongu	7
11859	toni	34
11860	tonig	2
11861	tonight	104
11862	tonugu	1
11863	tooclosetocal	1
11864	tool	21
11865	toopersist	1
11866	toothless	1
11867	top	167
11868	topic	1
11869	topmost	1
11870	topolev	2
11871	toppl	26
11872	toprank	1
11873	topsecret	7
11874	topseed	17
11875	torch	11
11876	tore	41
11877	tori	1
11878	torment	10
11879	torn	7
11880	torpedo	64
11881	torr	1
11882	torricelli	1
11883	torso	1
11884	tortilla	1
11885	tortur	14
11886	toscap	1
11887	toss	14
11888	tossup	3
11889	total	75
11890	totalitarian	1
11891	tote	2
11892	totter	1
11893	touch	37
11894	touchdown	1
11895	touchi	2
11896	tough	32
11897	toughen	1
11898	tougher	2
11899	toughest	2
11900	toughfought	1
11901	tour	45
11902	tourism	1
11903	tourist	12
11904	tournament	51
11905	tout	2
11906	tow	18
11907	towel	1
11908	tower	21
11909	town	111
11910	townhallstyl	2
11911	townsend	1
11912	townspeopl	2
11913	towntotown	1
11914	toy	3
11915	trace	13
11916	tracey	1
11917	traci	1
11918	track	47
11919	trade	72
11920	trader	11
11921	tradit	45
11922	traffic	24
11923	traffick	22
11924	tragedi	48
11925	tragic	15
11926	trail	45
11927	trailer	13
11928	train	50
11929	trainer	14
11930	traips	1
11931	trait	1
11932	traition	1
11933	traitor	1
11934	trajkov	1
11935	trampl	2
11936	tran	7
11937	trang	1
11938	tranquil	6
11939	transact	6
11940	transcend	1
11941	transcript	6
11942	transfer	27
11943	transform	6
11944	transit	45
11945	translat	21
11946	transmiss	2
11947	transmit	1
11948	transmitt	1
11949	transnat	1
11950	transpar	13
11951	transpir	3
11952	transport	53
11953	traor	1
11954	trap	69
11955	trash	13
11956	trauma	7
11957	traumat	1
11958	travail	1
11959	travel	70
11960	travelg	1
11961	travesti	2
11962	tray	1
11963	tread	1
11964	treason	2
11965	treasur	5
11966	treasuri	2
11967	treat	39
11968	treati	7
11969	treatment	34
11970	trebjesanin	1
11971	tredway	1
11972	tree	13
11973	treeless	1
11974	trek	2
11975	trembl	1
11976	tremend	8
11977	tremor	23
11978	trench	1
11979	trenchantli	1
11980	trenchcoat	1
11981	trend	15
11982	trent	7
11983	tri	1
11984	triag	1
11985	trial	82
11986	triangl	1
11987	tribal	10
11988	tribe	9
11989	tribesmen	1
11990	tribespeopl	1
11991	tribun	30
11992	tribut	12
11993	trichovich	1
11994	trick	13
11995	tricki	6
11996	trickl	4
11997	tricov	1
11998	trident	1
11999	trigger	23
12000	trillion	1
12001	trilliondollar	1
12002	trim	12
12003	trio	1
12004	trip	83
12005	tripl	2
12006	triplelay	2
12007	triplett	1
12008	tripoli	1
12009	tripp	1
12010	triumph	15
12011	trivedi	1
12012	troop	67
12013	trooper	5
12014	trophi	2
12015	trophyhunt	1
12016	tropic	1
12017	trot	2
12018	troubl	64
12019	troublemak	1
12020	troublesom	2
12021	trounc	1
12022	troup	1
12023	trove	1
12024	truce	3
12025	truck	64
12026	truckbomb	3
12027	trucker	2
12028	truckload	5
12029	true	34
12030	truecrim	2
12031	truer	1
12032	truman	5
12033	trumpet	4
12034	trundl	1
12035	trust	26
12036	trustworthi	1
12037	truth	21
12038	tshirt	9
12039	tsvangirai	1
12040	tu	1
12041	tube	11
12042	tuck	3
12043	tucker	1
12044	tudela	10
12045	tudjman	3
12046	tuesday	164
12047	tug	4
12048	tugboat	1
12049	tull	7
12050	tumb	1
12051	tumbl	7
12052	tumult	2
12053	tumultu	5
12054	tuna	1
12055	tune	6
12056	tuneup	3
12057	tungata	1
12058	tunisia	1
12059	tunnel	5
12060	tupac	4
12061	turban	1
12062	turbin	3
12063	turbul	4
12064	tureen	1
12065	turf	1
12066	turk	2
12067	turkey	17
12068	turkish	2
12069	turmoil	16
12070	turnaround	2
12071	turncoat	1
12072	turner	1
12073	turnout	27
12074	turnov	7
12075	tusca	1
12076	tussl	1
12077	tutori	1
12078	tuxedo	1
12079	tv	59
12080	twa	1
12081	twelfth	1
12082	twelv	2
12083	twenti	7
12084	twig	1
12085	twin	6
12086	twinengin	8
12087	twist	21
12088	twoandahalf	1
12089	twobytwo	3
12090	twocandid	2
12091	twocar	1
12092	twochild	1
12093	twoday	5
12094	twohour	5
12095	twoinch	1
12096	twopag	4
12097	twoparti	1
12098	twopiec	2
12099	tworepubl	1
12100	twosetstonon	1
12101	twostep	1
12102	twostori	2
12103	twoterm	10
12104	twothird	5
12105	twotim	8
12106	twoway	4
12107	twoweek	2
12108	twoweeklong	1
12109	twoyear	7
12110	twoyearold	1
12111	tyner	1
12112	type	23
12113	typewrit	1
12114	typhu	1
12115	typic	6
12116	typifi	1
12117	typograph	2
12118	tyranni	3
12119	tyrant	2
12120	tyson	5
12121	tysyacheletiy	1
12122	ueno	2
12123	ufwet	1
12124	ugaz	3
12125	ugli	3
12126	uhhuh	1
12127	uk	1
12128	ulihrach	2
12129	ultim	31
12130	ultimatum	3
12131	ultra	1
12132	ultralight	3
12133	ultramodern	2
12134	ultranationalist	3
12135	umbil	1
12136	umbrella	2
12137	umesh	1
12138	umpir	6
12139	unabl	24
12140	unaccept	7
12141	unaccount	12
12142	unaccountedfor	2
12143	unambigu	1
12144	unanim	6
12145	unannounc	4
12146	unansw	4
12147	unapologet	1
12148	unarm	5
12149	unattend	1
12150	unauthor	3
12151	unavoid	2
12152	unawar	3
12153	unbalanc	1
12154	unbear	1
12155	unbeaten	1
12156	unbeliev	6
12157	unbias	2
12158	unborn	1
12159	unbridl	1
12160	unbroken	2
12161	uncal	1
12162	uncanni	1
12163	unceasingli	1
12164	uncertain	14
12165	uncertainti	12
12166	unchalleng	3
12167	unchang	6
12168	uncharacterist	2
12169	uncharismat	1
12170	uncheck	4
12171	uncl	9
12172	unclaim	2
12173	unclassifi	3
12174	unclear	27
12175	uncoil	1
12176	uncollect	1
12177	uncomfort	2
12178	uncommit	2
12179	uncommon	1
12180	unconcern	1
12181	uncondit	4
12182	unconfirm	3
12183	unconsci	2
12184	unconstitut	2
12185	unconvinc	1
12186	uncork	1
12187	uncorrupt	1
12188	uncount	1
12189	uncov	14
12190	uncrit	1
12191	undaunt	1
12192	undecid	8
12193	undef	1
12194	undemocrat	3
12195	underachiev	1
12196	underag	4
12197	undercov	1
12198	undercut	9
12199	underdog	1
12200	underestim	5
12201	undergo	7
12202	undergon	1
12203	underground	6
12204	underli	3
12205	underlin	3
12206	undermin	14
12207	underneath	7
12208	underpaid	1
12209	underscor	14
12210	undersea	1
12211	undersecretari	2
12212	undersecretarygener	3
12213	undersheriff	2
12214	understaf	1
12215	understand	55
12216	understat	1
12217	understood	11
12218	understudi	1
12219	undertak	5
12220	undertaken	6
12221	underton	1
12222	undertook	1
12223	underw	5
12224	underwat	21
12225	underway	9
12226	underwood	1
12227	underworld	3
12228	undescrib	1
12229	undeserv	2
12230	undetect	6
12231	undisclos	2
12232	undisput	2
12233	undisturb	1
12234	undivid	1
12235	undo	1
12236	undon	1
12237	undoubtedli	3
12238	undu	2
12239	unduli	2
12240	unearth	4
12241	uneasi	8
12242	unelect	1
12243	unemploy	5
12244	unenforc	1
12245	unequivoc	2
12246	uner	2
12247	unesco	1
12248	unexpect	9
12249	unexpectedli	4
12250	unexpir	1
12251	unexplain	4
12252	unexplod	4
12253	unfair	13
12254	unfairli	4
12255	unfamiliar	4
12256	unfathom	2
12257	unfaz	3
12258	unfett	9
12259	unfinish	4
12260	unfit	15
12261	unflatt	1
12262	unfold	12
12263	unforc	12
12264	unfortun	9
12265	unfound	3
12266	unfurl	1
12267	ungovern	2
12268	unhappi	4
12269	unharm	5
12270	unheard	1
12271	unhelp	1
12272	unhurt	1
12273	unicef	1
12274	unidentifi	15
12275	unif	2
12276	unifi	12
12277	uniform	24
12278	unilater	1
12279	unimagin	3
12280	unimpos	1
12281	uninform	1
12282	uninhabit	1
12283	unintellig	1
12284	unintend	1
12285	union	59
12286	unionist	2
12287	unionl	1
12288	uniqu	3
12289	unit	375
12290	uniti	23
12291	univers	65
12292	univis	3
12293	unjust	3
12294	unjustifi	7
12295	unjustli	1
12296	unknowingli	1
12297	unknown	38
12298	unlaw	1
12299	unleash	5
12300	unlevel	1
12301	unlimit	2
12302	unload	11
12303	unman	1
12304	unmark	1
12305	unmistak	2
12306	unnam	4
12307	unnecessari	6
12308	unnot	1
12309	unoffici	5
12310	unpack	1
12311	unpalat	1
12312	unpolish	1
12313	unpopular	7
12314	unpreced	27
12315	unprecedentedli	1
12316	unpredict	4
12317	unpretenti	2
12318	unprint	1
12319	unprotect	4
12320	unpunish	1
12321	unquestion	1
12322	unravel	8
12323	unreason	2
12324	unrecov	1
12325	unregul	3
12326	unrel	5
12327	unreli	2
12328	unrepres	2
12329	unresolv	4
12330	unrest	17
12331	unrestrict	1
12332	unsaf	3
12333	unsatisfactori	4
12334	unsatisfi	1
12335	unsavori	2
12336	unscath	5
12337	unschedul	2
12338	unscom	1
12339	unscript	1
12340	unscrupul	2
12341	unseason	1
12342	unseat	11
12343	unsecur	4
12344	unseed	12
12345	unseen	2
12346	unselfish	1
12347	unsettl	6
12348	unshaken	2
12349	unshaven	1
12350	unsheath	1
12351	unspecif	3
12352	unspecifi	6
12353	unspectacular	3
12354	unspoken	1
12355	unstabl	9
12356	unsteadi	1
12357	unsteadili	1
12358	unsubstanti	2
12359	unsuccess	15
12360	unsupervis	2
12361	unsur	6
12362	unsuspect	1
12363	unswervingli	2
12364	unsympathet	1
12365	untabul	2
12366	untaint	1
12367	untal	1
12368	untap	2
12369	untest	2
12370	unthink	3
12371	unthreaten	2
12372	untold	2
12373	untouch	3
12374	untreat	2
12375	untrustworthi	1
12376	untruth	2
12377	unus	2
12378	unusu	29
12379	unveil	3
12380	unwant	3
12381	unwarr	1
12382	unwil	10
12383	unwilling	3
12384	unwis	2
12385	unwittingli	2
12386	upbeat	1
12387	upcom	10
12388	updat	18
12389	upfront	1
12390	upheav	5
12391	upheld	1
12392	uphil	2
12393	uphold	3
12394	upkeep	1
12395	upper	8
12396	upris	44
12397	uproar	5
12398	uproot	1
12399	upscal	3
12400	upset	40
12401	upshot	1
12402	upsid	3
12403	upstag	1
12404	upstart	2
12405	upstat	2
12406	upsurg	1
12407	upto	1
12408	uptod	1
12409	upward	2
12410	ural	2
12411	urban	8
12412	urdulanguag	2
12413	ureg	1
12414	urg	92
12415	urgenc	4
12416	urgent	12
12417	uruguay	2
12418	urvashi	1
12419	usa	4
12420	usaid	2
12421	usama	1
12422	usback	13
12423	usbas	1
12424	usha	1
12425	usher	3
12426	usl	5
12427	usnorth	2
12428	usrussia	1
12429	usrussian	6
12430	uss	237
12431	ussol	1
12432	ussr	2
12433	ustacov	1
12434	ustakov	1
12435	ustokov	1
12436	ustrain	4
12437	usual	17
12438	usulutan	1
12439	usvietnam	2
12440	usvietnames	3
12441	usyemeni	1
12442	utah	6
12443	utensil	1
12444	util	5
12445	uttar	4
12446	utter	3
12447	utterli	14
12448	uvarov	1
12449	uvil	1
12450	uzic	1
12451	va	33
12452	vacanc	11
12453	vacant	3
12454	vacat	15
12455	vacuum	5
12456	vadim	8
12457	vagari	1
12458	vagu	3
12459	vaibhav	3
12460	vaidya	1
12461	vain	6
12462	vajpaye	13
12463	valdimir	2
12464	valentin	37
12465	valetin	1
12466	valiantli	1
12467	valid	6
12468	vall	1
12469	vallanc	1
12470	vallentin	1
12471	valley	4
12472	valu	12
12473	valuabl	8
12474	van	21
12475	vandal	3
12476	vanek	9
12477	vanish	6
12478	vanquish	2
12479	vantag	1
12480	vap	1
12481	vapid	1
12482	vara	3
12483	varadero	1
12484	varga	3
12485	vari	7
12486	variat	2
12487	varieti	9
12488	various	1
12489	varonec	1
12490	vasiltsov	1
12491	vassal	1
12492	vast	23
12493	vastli	4
12494	vat	1
12495	vault	3
12496	vavrinec	1
12497	vecernj	2
12498	vedrin	4
12499	veekz	1
12500	veen	1
12501	vega	4
12502	veget	1
12503	vehement	3
12504	vehicl	46
12505	veil	9
12506	vein	1
12507	velensuela	1
12508	velez	1
12509	velimir	2
12510	vellari	1
12511	vendingstand	1
12512	vendor	2
12513	veneer	1
12514	venero	1
12515	venezuela	3
12516	venezuelan	2
12517	veng	2
12518	venom	2
12519	vent	1
12520	ventil	1
12521	ventur	15
12522	ventura	1
12523	venturoni	1
12524	venu	36
12525	verandah	2
12526	verb	2
12527	verbal	3
12528	verdict	24
12529	verg	7
12530	verifi	7
12531	vermont	3
12532	vern	24
12533	vernon	6
12534	vero	3
12535	veronica	1
12536	veronika	1
12537	vers	5
12538	version	18
12539	versu	1
12540	vertigo	1
12541	veselinov	1
12542	vesna	2
12543	vessel	56
12544	vest	8
12545	vestig	7
12546	vet	2
12547	veteran	41
12548	veto	2
12549	vetrivinia	1
12550	vex	1
12551	vi	3
12552	vibe	1
12553	vibrat	1
12554	vicar	1
12555	vice	90
12556	vicent	1
12557	vicepresid	3
12558	vicepresidenti	2
12559	viciou	3
12560	vick	1
12561	victim	104
12562	victor	14
12563	victori	140
12564	video	40
12565	videodisc	1
12566	videotap	30
12567	vidyayevo	1
12568	vienna	1
12569	viet	3
12570	vietcong	1
12571	vietnam	55
12572	vietnamclinton	1
12573	vietnames	45
12574	vietnameseamerican	3
12575	view	61
12576	viewer	6
12577	viewpoint	1
12578	vigil	23
12579	vigor	10
12580	vij	1
12581	vijay	1
12582	vijesti	1
12583	vike	1
12584	vikram	1
12585	viktor	1
12586	vila	1
12587	vile	1
12588	vilifi	4
12589	villa	4
12590	villag	34
12591	villain	1
12592	villamil	1
12593	villanueva	3
12594	vilonuaeva	1
12595	vinc	1
12596	vincent	4
12597	vinci	4
12598	vinciguerra	2
12599	vindic	3
12600	vindict	2
12601	vineet	2
12602	vinegar	1
12603	vini	1
12604	vinroot	1
12605	vintag	1
12606	violat	31
12607	violenc	106
12608	violent	32
12609	vip	2
12610	viral	1
12611	virgin	2
12612	virgini	4
12613	virginia	61
12614	virginian	1
12615	virtu	3
12616	virtual	25
12617	viru	7
12618	virul	1
12619	visa	8
12620	viscer	1
12621	visibl	37
12622	vision	10
12623	visit	155
12624	visitor	6
12625	visor	1
12626	vista	1
12627	visual	4
12628	vital	17
12629	vitali	1
12630	vitamin	1
12631	vitup	1
12632	vituper	1
12633	vivid	5
12634	vividli	2
12635	viyanka	2
12636	vk	2
12637	vladamiro	1
12638	vladan	2
12639	vlademi	1
12640	vlademiro	1
12641	vladimero	1
12642	vladimir	79
12643	vladimiro	42
12644	vlajko	4
12645	vlatislav	1
12646	vo	2
12647	voa	58
12648	vocabulari	1
12649	vocal	3
12650	vodafon	7
12651	vogu	2
12652	voic	35
12653	void	7
12654	voinovich	1
12655	voislav	1
12656	vojislav	98
12657	vojislov	3
12658	vojvodina	5
12659	volatil	18
12660	volcan	1
12661	volcano	1
12662	volgin	1
12663	volley	15
12664	volta	1
12665	volum	1
12666	volunt	28
12667	voluntarili	2
12668	von	5
12669	vopt	1
12670	vote	182
12671	votecount	3
12672	votegett	1
12673	voter	65
12674	voterig	2
12675	vow	45
12676	voyag	5
12677	vranj	2
12678	vranjkov	1
12679	vtrac	1
12680	vu	1
12681	vucic	1
12682	vuk	5
12683	vukicev	1
12684	vulcanologist	1
12685	vulner	35
12686	vuong	1
12687	vy	2
12688	vya	3
12689	vyacheslav	4
12690	vycheslav	1
12691	wa	2
12692	wad	1
12693	wada	1
12694	wade	4
12695	wadi	1
12696	waft	2
12697	wage	14
12698	wagner	3
12699	wahab	1
12700	waifish	1
12701	waight	1
12702	wail	9
12703	wainek	1
12704	waisman	1
12705	waistband	1
12706	wait	99
12707	waiv	7
12708	waiver	5
12709	wake	31
12710	wakeforest	1
12711	wakeup	1
12712	wakil	1
12713	walden	2
12714	waldo	1
12715	walk	67
12716	walker	7
12717	walkietalki	1
12718	walkin	2
12719	walkout	7
12720	wall	72
12721	wallac	3
12722	walledin	1
12723	wallstreet	1
12724	walmart	1
12725	walter	6
12726	wand	2
12727	wanda	1
12728	wander	15
12729	wane	9
12730	wanna	1
12731	war	191
12732	warcrim	4
12733	ward	5
12734	warden	4
12735	ware	1
12736	warehous	3
12737	warera	1
12738	warfar	9
12739	warfight	1
12740	warhead	1
12741	wari	7
12742	warii	1
12743	warili	1
12744	warm	14
12745	warmer	1
12746	warmest	1
12747	warmli	2
12748	warmth	2
12749	warmup	4
12750	warn	109
12751	warner	6
12752	warp	1
12753	warplan	5
12754	warrant	16
12755	warrel	2
12756	warren	9
12757	warrior	5
12758	warroom	1
12759	warsaw	1
12760	warship	77
12761	warshiprefuel	1
12762	wartim	2
12763	wartorn	1
12764	wash	8
12765	washak	1
12766	washington	211
12767	washingtonbas	3
12768	wasnt	55
12769	wast	5
12770	wastag	1
12771	watch	99
12772	watchdog	2
12773	watcher	5
12774	watchman	3
12775	watchtow	1
12776	water	113
12777	waterfil	3
12778	waterfront	2
12779	waterg	1
12780	waterlin	11
12781	watermelon	1
12782	watersh	1
12783	waterway	2
12784	watkin	1
12785	watson	2
12786	wave	57
12787	waver	2
12788	wax	1
12789	waybourn	1
12790	wayn	6
12791	wayner	1
12792	wbaifm	1
12793	wcaut	1
12794	wcautv	1
12795	weak	28
12796	weaken	8
12797	weaker	9
12798	wealth	8
12799	wealthi	15
12800	wealthier	1
12801	wealthiest	1
12802	weapon	75
12803	weaponri	9
12804	wear	40
12805	weari	14
12806	weather	47
12807	weatherinduc	1
12808	weav	1
12809	web	18
12810	webb	1
12811	weber	1
12812	websit	7
12813	webster	8
12814	wed	10
12815	wedg	1
12816	wednesday	177
12817	wee	3
12818	week	376
12819	weekend	65
12820	weekli	10
12821	weekz	1
12822	weep	14
12823	weigh	13
12824	weight	14
12825	weighti	1
12826	weingartn	2
12827	weird	3
12828	welcom	19
12829	weld	7
12830	welder	1
12831	weldon	2
12832	welfar	3
12833	well	4
12834	wellarm	1
12835	wellb	3
12836	wellbuilt	1
